USGS,site_no,Date,pH (median),A,Temp (mean),A,Temp (max),A,Temp (min),A,pH (min),A,pH (max),A,Discharge (mean),A
USGS,9510000,1/4/77,,,,,,,,,,,,,239,A
USGS,9510000,1/5/77,,,,,,,,,,,,,203,A
USGS,9510000,1/6/77,,,,,,,,,,,,,185,A
USGS,9510000,1/7/77,,,,,,,,,,,,,185,A
USGS,9510000,1/8/77,,,,,,,,,,,,,218,A
USGS,9510000,1/9/77,,,,,,,,,,,,,229,A
USGS,9510000,1/10/77,,,,,,,,,,,,,227,A
USGS,9510000,1/11/77,,,,,,,,,,,,,224,A
USGS,9510000,1/12/77,,,,,,,,,,,,,222,A
USGS,9510000,1/13/77,,,,,,,,,,,,,219,A
USGS,9510000,1/14/77,,,,,,,,,,,,,220,A
USGS,9510000,1/15/77,,,,,,,,,,,,,233,A
USGS,9510000,1/16/77,,,,,,,,,,,,,255,A
USGS,9510000,1/17/77,,,,,,,,,,,,,257,A
USGS,9510000,1/18/77,,,,,,,,,,,,,279,A
USGS,9510000,1/19/77,,,,,,,,,,,,,310,A
USGS,9510000,1/20/77,,,,,,,,,,,,,322,A
USGS,9510000,1/21/77,,,,,,,,,,,,,342,A
USGS,9510000,1/22/77,,,,,,,,,,,,,342,A
USGS,9510000,1/23/77,,,,,,,,,,,,,304,A
USGS,9510000,1/24/77,,,,,,,,,,,,,296,A
USGS,9510000,1/25/77,,,,,,,,,,,,,303,A
USGS,9510000,1/26/77,,,,,,,,,,,,,305,A
USGS,9510000,1/27/77,,,,,,,,,,,,,307,A
USGS,9510000,1/28/77,,,,,,,,,,,,,308,A
USGS,9510000,1/29/77,,,,,,,,,,,,,308,A
USGS,9510000,1/30/77,,,,,,,,,,,,,313,A
USGS,9510000,1/31/77,,,,,,,,,,,,,347,A
USGS,9510000,2/1/77,,,,,,,,,,,,,386,A
USGS,9510000,2/2/77,,,,,,,,,,,,,402,A
USGS,9510000,2/3/77,,,,,,,,,,,,,425,A
USGS,9510000,2/4/77,,,,,,,,,,,,,398,A
USGS,9510000,2/5/77,,,,,,,,,,,,,392,A
USGS,9510000,2/6/77,,,,,,,,,,,,,387,A
USGS,9510000,2/7/77,,,,,,,,,,,,,410,A
USGS,9510000,2/8/77,,,,,,,,,,,,,530,A
USGS,9510000,2/9/77,,,,,,,,,,,,,534,A
USGS,9510000,2/10/77,,,,,,,,,,,,,515,A
USGS,9510000,2/11/77,,,,,,,,,,,,,489,A
USGS,9510000,2/12/77,,,,,,,,,,,,,461,A
USGS,9510000,2/13/77,,,,,,,,,,,,,481,A
USGS,9510000,2/14/77,,,,,,,,,,,,,539,A
USGS,9510000,2/15/77,,,,,,,,,,,,,620,A
USGS,9510000,2/16/77,,,,,,,,,,,,,726,A
USGS,9510000,2/17/77,,,,,,,,,,,,,844,A
USGS,9510000,2/18/77,,,,,,,,,,,,,938,A
USGS,9510000,2/19/77,,,,,,,,,,,,,887,A
USGS,9510000,2/20/77,,,,,,,,,,,,,802,A
USGS,9510000,2/21/77,,,,,,,,,,,,,769,A
USGS,9510000,2/22/77,,,,,,,,,,,,,713,A
USGS,9510000,2/23/77,,,,,,,,,,,,,708,A
USGS,9510000,2/24/77,,,,,,,,,,,,,848,A
USGS,9510000,2/25/77,,,,,,,,,,,,,773,A
USGS,9510000,2/26/77,,,,,,,,,,,,,717,A
USGS,9510000,2/27/77,,,,,,,,,,,,,753,A
USGS,9510000,2/28/77,,,,,,,,,,,,,820,A
USGS,9510000,3/1/77,,,,,,,,,,,,,853,A
USGS,9510000,3/2/77,,,,,,,,,,,,,857,A
USGS,9510000,3/3/77,,,,,,,,,,,,,921,A
USGS,9510000,3/4/77,,,,,,,,,,,,,946,A
USGS,9510000,3/5/77,,,,,,,,,,,,,918,A
USGS,9510000,3/6/77,,,,,,,,,,,,,892,A
USGS,9510000,3/7/77,,,,,,,,,,,,,1010,A
USGS,9510000,3/8/77,,,,,,,,,,,,,1090,A
USGS,9510000,3/9/77,,,,,,,,,,,,,1220,A
USGS,9510000,3/10/77,,,,,,,,,,,,,1360,A
USGS,9510000,3/11/77,,,,,,,,,,,,,1310,A
USGS,9510000,3/12/77,,,,,,,,,,,,,781,A
USGS,9510000,3/13/77,,,,,,,,,,,,,551,A
USGS,9510000,3/14/77,,,,,,,,,,,,,575,A
USGS,9510000,3/15/77,,,,,,,,,,,,,640,A
USGS,9510000,3/16/77,,,,,,,,,,,,,628,A
USGS,9510000,3/17/77,,,,,,,,,,,,,641,A
USGS,9510000,3/18/77,,,,,,,,,,,,,635,A
USGS,9510000,3/19/77,,,,,,,,,,,,,623,A
USGS,9510000,3/20/77,,,,,,,,,,,,,630,A
USGS,9510000,3/21/77,,,,,,,,,,,,,630,A
USGS,9510000,3/22/77,,,,,,,,,,,,,630,A
USGS,9510000,3/23/77,,,,,,,,,,,,,292,A
USGS,9510000,3/24/77,,,,,,,,,,,,,66,A
USGS,9510000,3/25/77,,,,,,,,,,,,,38,A
USGS,9510000,3/26/77,,,,,,,,,,,,,30,A
USGS,9510000,3/27/77,,,,,,,,,,,,,25,A
USGS,9510000,3/28/77,,,,,,,,,,,,,21,A
USGS,9510000,3/29/77,,,,,,,,,,,,,20,A
USGS,9510000,3/30/77,,,,,,,,,,,,,17,A
USGS,9510000,3/31/77,,,,,,,,,,,,,18,A
USGS,9510000,4/1/77,,,,,,,,,,,,,17,A
USGS,9510000,4/2/77,,,,,,,,,,,,,26,A
USGS,9510000,4/3/77,,,,,,,,,,,,,18,A
USGS,9510000,4/4/77,,,,,,,,,,,,,18,A
USGS,9510000,4/5/77,,,,,,,,,,,,,15,A
USGS,9510000,4/6/77,,,,,,,,,,,,,13,A
USGS,9510000,4/7/77,,,,,,,,,,,,,14,A
USGS,9510000,4/8/77,,,,,,,,,,,,,14,A
USGS,9510000,4/9/77,,,,,,,,,,,,,13,A
USGS,9510000,4/10/77,,,,,,,,,,,,,12,A
USGS,9510000,4/11/77,,,,,,,,,,,,,11,A
USGS,9510000,4/12/77,,,,,,,,,,,,,11,A
USGS,9510000,4/13/77,,,,,,,,,,,,,11,A
USGS,9510000,4/14/77,,,,,,,,,,,,,11,A
USGS,9510000,4/15/77,,,,,,,,,,,,,11,A
USGS,9510000,4/16/77,,,,,,,,,,,,,11,A
USGS,9510000,4/17/77,,,,,,,,,,,,,11,A
USGS,9510000,4/18/77,,,,,,,,,,,,,11,A
USGS,9510000,4/19/77,,,,,,,,,,,,,11,A
USGS,9510000,4/20/77,,,,,,,,,,,,,11,A
USGS,9510000,4/21/77,,,,,,,,,,,,,11,A
USGS,9510000,4/22/77,,,,,,,,,,,,,11,A
USGS,9510000,4/23/77,,,,,,,,,,,,,11,A
USGS,9510000,4/24/77,,,,,,,,,,,,,11,A
USGS,9510000,4/25/77,,,,,,,,,,,,,11,A
USGS,9510000,4/26/77,,,,,,,,,,,,,11,A
USGS,9510000,4/27/77,,,,,,,,,,,,,11,A
USGS,9510000,4/28/77,,,,,,,,,,,,,11,A
USGS,9510000,4/29/77,,,,,,,,,,,,,11,A
USGS,9510000,4/30/77,,,,,,,,,,,,,11,A
USGS,9510000,5/1/77,,,,,,,,,,,,,10,A
USGS,9510000,5/2/77,,,,,,,,,,,,,10,A
USGS,9510000,5/3/77,,,,,,,,,,,,,10,A
USGS,9510000,5/4/77,,,,,,,,,,,,,10,A
USGS,9510000,5/5/77,,,,,,,,,,,,,10,A
USGS,9510000,5/6/77,,,,,,,,,,,,,9,A
USGS,9510000,5/7/77,,,,,,,,,,,,,9,A
USGS,9510000,5/8/77,,,,,,,,,,,,,9,A
USGS,9510000,5/9/77,,,,,,,,,,,,,9,A
USGS,9510000,5/10/77,,,,,,,,,,,,,9,A
USGS,9510000,5/11/77,,,,,,,,,,,,,9,A
USGS,9510000,5/12/77,,,,,,,,,,,,,8,A
USGS,9510000,5/13/77,,,,,,,,,,,,,8,A
USGS,9510000,5/14/77,,,,,,,,,,,,,8,A
USGS,9510000,5/15/77,,,,,,,,,,,,,8,A
USGS,9510000,5/16/77,,,,,,,,,,,,,7,A
USGS,9510000,5/17/77,,,,,,,,,,,,,7,A
USGS,9510000,5/18/77,,,,,,,,,,,,,7,A
USGS,9510000,5/19/77,,,,,,,,,,,,,7,A
USGS,9510000,5/20/77,,,,,,,,,,,,,7,A
USGS,9510000,5/21/77,,,,,,,,,,,,,6,A
USGS,9510000,5/22/77,,,,,,,,,,,,,6,A
USGS,9510000,5/23/77,,,,,,,,,,,,,6,A
USGS,9510000,5/24/77,,,,,,,,,,,,,6,A
USGS,9510000,5/25/77,,,,,,,,,,,,,6,A
USGS,9510000,5/26/77,,,,,,,,,,,,,5,A
USGS,9510000,5/27/77,,,,,,,,,,,,,5,A
USGS,9510000,5/28/77,,,,,,,,,,,,,5,A
USGS,9510000,5/29/77,,,,,,,,,,,,,5,A
USGS,9510000,5/30/77,,,,,,,,,,,,,5,A
USGS,9510000,5/31/77,,,,,,,,,,,,,5,A
USGS,9510000,6/1/77,,,,,,,,,,,,,5,A
USGS,9510000,6/2/77,,,,,,,,,,,,,5,A
USGS,9510000,6/3/77,,,,,,,,,,,,,5,A
USGS,9510000,6/4/77,,,,,,,,,,,,,5,A
USGS,9510000,6/5/77,,,,,,,,,,,,,5,A
USGS,9510000,6/6/77,,,,,,,,,,,,,5,A
USGS,9510000,6/7/77,,,,,,,,,,,,,10,A
USGS,9510000,6/8/77,,,,,,,,,,,,,43,A
USGS,9510000,6/9/77,,,,,,,,,,,,,50,A
USGS,9510000,6/10/77,,,,,,,,,,,,,53,A
USGS,9510000,6/11/77,,,,,,,,,,,,,140,A
USGS,9510000,6/12/77,,,,,,,,,,,,,176,A
USGS,9510000,6/13/77,,,,,,,,,,,,,187,A
USGS,9510000,6/14/77,,,,,,,,,,,,,180,A
USGS,9510000,6/15/77,,,,,,,,,,,,,168,A
USGS,9510000,6/16/77,,,,,,,,,,,,,165,A
USGS,9510000,6/17/77,,,,,,,,,,,,,167,A
USGS,9510000,6/18/77,,,,,,,,,,,,,177,A
USGS,9510000,6/19/77,,,,,,,,,,,,,190,A
USGS,9510000,6/20/77,,,,,,,,,,,,,204,A
USGS,9510000,6/21/77,,,,,,,,,,,,,215,A
USGS,9510000,6/22/77,,,,,,,,,,,,,202,A
USGS,9510000,6/23/77,,,,,,,,,,,,,199,A
USGS,9510000,6/24/77,,,,,,,,,,,,,177,A
USGS,9510000,6/25/77,,,,,,,,,,,,,167,A
USGS,9510000,6/26/77,,,,,,,,,,,,,131,A
USGS,9510000,6/27/77,,,,,,,,,,,,,110,A
USGS,9510000,6/28/77,,,,,,,,,,,,,90,A
USGS,9510000,6/29/77,,,,,,,,,,,,,70,A
USGS,9510000,6/30/77,,,,,,,,,,,,,60,A
USGS,9510000,7/1/77,,,,,,,,,,,,,50,A
USGS,9510000,7/2/77,,,,,,,,,,,,,52,A
USGS,9510000,7/3/77,,,,,,,,,,,,,54,A
USGS,9510000,7/4/77,,,,,,,,,,,,,47,A
USGS,9510000,7/5/77,,,,,,,,,,,,,52,A
USGS,9510000,7/6/77,,,,,,,,,,,,,47,A
USGS,9510000,7/7/77,,,,,,,,,,,,,38,A
USGS,9510000,7/8/77,,,,,,,,,,,,,40,A
USGS,9510000,7/9/77,,,,,,,,,,,,,35,A
USGS,9510000,7/10/77,,,,,,,,,,,,,33,A
USGS,9510000,7/11/77,,,,,,,,,,,,,28,A
USGS,9510000,7/12/77,,,,,,,,,,,,,27,A
USGS,9510000,7/13/77,,,,,,,,,,,,,47,A
USGS,9510000,7/14/77,,,,,,,,,,,,,67,A
USGS,9510000,7/15/77,,,,,,,,,,,,,55,A
USGS,9510000,7/16/77,,,,,,,,,,,,,44,A
USGS,9510000,7/17/77,,,,,,,,,,,,,40,A
USGS,9510000,7/18/77,,,,,,,,,,,,,36,A
USGS,9510000,7/19/77,,,,,,,,,,,,,32,A
USGS,9510000,7/20/77,,,,,,,,,,,,,30,A
USGS,9510000,7/21/77,,,,,,,,,,,,,28,A
USGS,9510000,7/22/77,,,,,,,,,,,,,31,A
USGS,9510000,7/23/77,,,,,,,,,,,,,32,A
USGS,9510000,7/24/77,,,,,,,,,,,,,37,A
USGS,9510000,7/25/77,,,,,,,,,,,,,30,A
USGS,9510000,7/26/77,,,,,,,,,,,,,27,A
USGS,9510000,7/27/77,,,,,,,,,,,,,26,A
USGS,9510000,7/28/77,,,,,,,,,,,,,28,A
USGS,9510000,7/29/77,,,,,,,,,,,,,30,A
USGS,9510000,7/30/77,,,,,,,,,,,,,24,A
USGS,9510000,7/31/77,,,,,,,,,,,,,22,A
USGS,9510000,8/1/77,,,,,,,,,,,,,22,A
USGS,9510000,8/2/77,,,,,,,,,,,,,23,A
USGS,9510000,8/3/77,,,,,,,,,,,,,20,A
USGS,9510000,8/4/77,,,,,,,,,,,,,26,A
USGS,9510000,8/5/77,,,,,,,,,,,,,27,A
USGS,9510000,8/6/77,,,,,,,,,,,,,26,A
USGS,9510000,8/7/77,,,,,,,,,,,,,28,A
USGS,9510000,8/8/77,,,,,,,,,,,,,19,A
USGS,9510000,8/9/77,,,,,,,,,,,,,17,A
USGS,9510000,8/10/77,,,,,,,,,,,,,19,A
USGS,9510000,8/11/77,,,,,,,,,,,,,21,A
USGS,9510000,8/12/77,,,,,,,,,,,,,21,A
USGS,9510000,8/13/77,,,,,,,,,,,,,22,A
USGS,9510000,8/14/77,,,,,,,,,,,,,22,A
USGS,9510000,8/15/77,,,,,,,,,,,,,22,A
USGS,9510000,8/16/77,,,,,,,,,,,,,45,A
USGS,9510000,8/17/77,,,,,,,,,,,,,44,A
USGS,9510000,8/18/77,,,,,,,,,,,,,33,A
USGS,9510000,8/19/77,,,,,,,,,,,,,30,A
USGS,9510000,8/20/77,,,,,,,,,,,,,27,A
USGS,9510000,8/21/77,,,,,,,,,,,,,23,A
USGS,9510000,8/22/77,,,,,,,,,,,,,24,A
USGS,9510000,8/23/77,,,,,,,,,,,,,20,A
USGS,9510000,8/24/77,,,,,,,,,,,,,20,A
USGS,9510000,8/25/77,,,,,,,,,,,,,20,A
USGS,9510000,8/26/77,,,,,,,,,,,,,20,A
USGS,9510000,8/27/77,,,,,,,,,,,,,20,A
USGS,9510000,8/28/77,,,,,,,,,,,,,20,A
USGS,9510000,8/29/77,,,,,,,,,,,,,20,A
USGS,9510000,8/30/77,,,,,,,,,,,,,20,A
USGS,9510000,8/31/77,,,,,,,,,,,,,20,A
USGS,9510000,9/1/77,,,,,,,,,,,,,20,A
USGS,9510000,9/2/77,,,,,,,,,,,,,20,A
USGS,9510000,9/3/77,,,,,,,,,,,,,20,A
USGS,9510000,9/4/77,,,,,,,,,,,,,20,A
USGS,9510000,9/5/77,,,,,,,,,,,,,20,A
USGS,9510000,9/6/77,,,,,,,,,,,,,20,A
USGS,9510000,9/7/77,,,,,,,,,,,,,20,A
USGS,9510000,9/8/77,,,,,,,,,,,,,20,A
USGS,9510000,9/9/77,,,,,,,,,,,,,20,A
USGS,9510000,9/10/77,,,,,,,,,,,,,20,A
USGS,9510000,9/11/77,,,,,,,,,,,,,20,A
USGS,9510000,9/12/77,,,,,,,,,,,,,20,A
USGS,9510000,9/13/77,,,,,,,,,,,,,20,A
USGS,9510000,9/14/77,,,,,,,,,,,,,20,A
USGS,9510000,9/15/77,,,,,,,,,,,,,20,A
USGS,9510000,9/16/77,,,,,,,,,,,,,20,A
USGS,9510000,9/17/77,,,,,,,,,,,,,25,A
USGS,9510000,9/18/77,,,,,,,,,,,,,25,A
USGS,9510000,9/19/77,,,,,,,,,,,,,25,A
USGS,9510000,9/20/77,,,,,,,,,,,,,25,A
USGS,9510000,9/21/77,,,,,,,,,,,,,25,A
USGS,9510000,9/22/77,,,,,,,,,,,,,25,A
USGS,9510000,9/23/77,,,,,,,,,,,,,25,A
USGS,9510000,9/24/77,,,,,,,,,,,,,25,A
USGS,9510000,9/25/77,,,,,,,,,,,,,25,A
USGS,9510000,9/26/77,,,,,,,,,,,,,25,A
USGS,9510000,9/27/77,,,,,,,,,,,,,25,A
USGS,9510000,9/28/77,,,,,,,,,,,,,25,A
USGS,9510000,9/29/77,,,,,,,,,,,,,25,A
USGS,9510000,9/30/77,,,,,,,,,,,,,25,A
USGS,9510000,10/1/77,,,,,,,,,,,,,25,A
USGS,9510000,10/2/77,,,,,,,,,,,,,25,A
USGS,9510000,10/3/77,,,,,,,,,,,,,25,A
USGS,9510000,10/4/77,,,,,,,,,,,,,15,A
USGS,9510000,10/5/77,,,,,,,,,,,,,10,A
USGS,9510000,10/6/77,,,,,,,,,,,,,12,A
USGS,9510000,10/7/77,,,,,,,,,,,,,16,A
USGS,9510000,10/8/77,,,,,,,,,,,,,12,A
USGS,9510000,10/9/77,,,,,,,,,,,,,9.4,A
USGS,9510000,10/10/77,,,,,,,,,,,,,12,A
USGS,9510000,10/11/77,,,,,,,,,,,,,12,A
USGS,9510000,10/12/77,,,,,,,,,,,,,10,A
USGS,9510000,10/13/77,,,,,,,,,,,,,8.6,A
USGS,9510000,10/14/77,,,,,,,,,,,,,7,A
USGS,9510000,10/15/77,,,,,,,,,,,,,7,A
USGS,9510000,10/16/77,,,,,,,,,,,,,7,A
USGS,9510000,10/17/77,,,,,,,,,,,,,7.1,A
USGS,9510000,10/18/77,,,,,,,,,,,,,8,A
USGS,9510000,10/19/77,,,,,,,,,,,,,18,A
USGS,9510000,10/20/77,,,,,,,,,,,,,22,A
USGS,9510000,10/21/77,,,,,,,,,,,,,18,A
USGS,9510000,10/22/77,,,,,,,,,,,,,18,A
USGS,9510000,10/23/77,,,,,,,,,,,,,17,A
USGS,9510000,10/24/77,,,,,,,,,,,,,17,A
USGS,9510000,10/25/77,,,,,,,,,,,,,16,A
USGS,9510000,10/26/77,,,,,,,,,,,,,16,A
USGS,9510000,10/27/77,,,,,,,,,,,,,335,A
USGS,9510000,10/28/77,,,,,,,,,,,,,452,A
USGS,9510000,10/29/77,,,,,,,,,,,,,332,A
USGS,9510000,10/30/77,,,,,,,,,,,,,235,A
USGS,9510000,10/31/77,,,,,,,,,,,,,205,A
USGS,9510000,11/1/77,,,,,,,,,,,,,281,A
USGS,9510000,11/2/77,,,,,,,,,,,,,318,A
USGS,9510000,11/3/77,,,,,,,,,,,,,369,A
USGS,9510000,11/4/77,,,,,,,,,,,,,360,A
USGS,9510000,11/5/77,,,,,,,,,,,,,379,A
USGS,9510000,11/6/77,,,,,,,,,,,,,367,A
USGS,9510000,11/7/77,,,,,,,,,,,,,334,A
USGS,9510000,11/8/77,,,,,,,,,,,,,298,A
USGS,9510000,11/9/77,,,,,,,,,,,,,305,A
USGS,9510000,11/10/77,,,,,,,,,,,,,343,A
USGS,9510000,11/11/77,,,,,,,,,,,,,404,A
USGS,9510000,11/12/77,,,,,,,,,,,,,515,A
USGS,9510000,11/13/77,,,,,,,,,,,,,566,A
USGS,9510000,11/14/77,,,,,,,,,,,,,675,A
USGS,9510000,11/15/77,,,,,,,,,,,,,675,A
USGS,9510000,11/16/77,,,,,,,,,,,,,561,A
USGS,9510000,11/17/77,,,,,,,,,,,,,521,A
USGS,9510000,11/18/77,,,,,,,,,,,,,325,A
USGS,9510000,11/19/77,,,,,,,,,,,,,267,A
USGS,9510000,11/20/77,,,,,,,,,,,,,227,A
USGS,9510000,11/21/77,,,,,,,,,,,,,202,A
USGS,9510000,11/22/77,,,,,,,,,,,,,245,A
USGS,9510000,11/23/77,,,,,,,,,,,,,221,A
USGS,9510000,11/24/77,,,,,,,,,,,,,198,A
USGS,9510000,11/25/77,,,,,,,,,,,,,203,A
USGS,9510000,11/26/77,,,,,,,,,,,,,186,A
USGS,9510000,11/27/77,,,,,,,,,,,,,185,A
USGS,9510000,11/28/77,,,,,,,,,,,,,224,A
USGS,9510000,11/29/77,,,,,,,,,,,,,231,A
USGS,9510000,11/30/77,,,,,,,,,,,,,223,A
USGS,9510000,12/1/77,,,,,,,,,,,,,240,A
USGS,9510000,12/2/77,,,,,,,,,,,,,253,A
USGS,9510000,12/3/77,,,,,,,,,,,,,235,A
USGS,9510000,12/4/77,,,,,,,,,,,,,201,A
USGS,9510000,12/5/77,,,,,,,,,,,,,190,A
USGS,9510000,12/6/77,,,,,,,,,,,,,184,A
USGS,9510000,12/7/77,,,,,,,,,,,,,181,A
USGS,9510000,12/8/77,,,,,,,,,,,,,196,A
USGS,9510000,12/9/77,,,,,,,,,,,,,195,A
USGS,9510000,12/10/77,,,,,,,,,,,,,202,A
USGS,9510000,12/11/77,,,,,,,,,,,,,180,A
USGS,9510000,12/12/77,,,,,,,,,,,,,170,A
USGS,9510000,12/13/77,,,,,,,,,,,,,227,A
USGS,9510000,12/14/77,,,,,,,,,,,,,229,A
USGS,9510000,12/15/77,,,,,,,,,,,,,266,A
USGS,9510000,12/16/77,,,,,,,,,,,,,254,A
USGS,9510000,12/17/77,,,,,,,,,,,,,487,A
USGS,9510000,12/18/77,,,,,,,,,,,,,480,A
USGS,9510000,12/19/77,,,,,,,,,,,,,482,A
USGS,9510000,12/20/77,,,,,,,,,,,,,573,A
USGS,9510000,12/21/77,,,,,,,,,,,,,634,A
USGS,9510000,12/22/77,,,,,,,,,,,,,588,A
USGS,9510000,12/23/77,,,,,,,,,,,,,489,A
USGS,9510000,12/24/77,,,,,,,,,,,,,392,A
USGS,9510000,12/25/77,,,,,,,,,,,,,373,A
USGS,9510000,12/26/77,,,,,,,,,,,,,557,A
USGS,9510000,12/27/77,,,,,,,,,,,,,614,A
USGS,9510000,12/28/77,,,,,,,,,,,,,607,A
USGS,9510000,12/29/77,,,,,,,,,,,,,416,A
USGS,9510000,12/30/77,,,,,,,,,,,,,352,A
USGS,9510000,12/31/77,,,,,,,,,,,,,203,A
USGS,9510000,1/1/78,,,,,,,,,,,,,165,A
USGS,9510000,1/2/78,,,,,,,,,,,,,166,A
USGS,9510000,1/3/78,,,,,,,,,,,,,166,A
USGS,9510000,1/4/78,,,,,,,,,,,,,166,A
USGS,9510000,1/5/78,,,,,,,,,,,,,188,A
USGS,9510000,1/6/78,,,,,,,,,,,,,231,A
USGS,9510000,1/7/78,,,,,,,,,,,,,235,A
USGS,9510000,1/8/78,,,,,,,,,,,,,235,A
USGS,9510000,1/9/78,,,,,,,,,,,,,222,A
USGS,9510000,1/10/78,,,,,,,,,,,,,182,A
USGS,9510000,1/11/78,,,,,,,,,,,,,179,A
USGS,9510000,1/12/78,,,,,,,,,,,,,221,A
USGS,9510000,1/13/78,,,,,,,,,,,,,190,A
USGS,9510000,1/14/78,,,,,,,,,,,,,139,A
USGS,9510000,1/15/78,,,,,,,,,,,,,89,A
USGS,9510000,1/16/78,,,,,,,,,,,,,123,A
USGS,9510000,1/17/78,,,,,,,,,,,,,110,A
USGS,9510000,1/18/78,,,,,,,,,,,,,97,A
USGS,9510000,1/19/78,,,,,,,,,,,,,128,A
USGS,9510000,1/20/78,,,,,,,,,,,,,142,A
USGS,9510000,1/21/78,,,,,,,,,,,,,143,A
USGS,9510000,1/22/78,,,,,,,,,,,,,144,A
USGS,9510000,1/23/78,,,,,,,,,,,,,133,A
USGS,9510000,1/24/78,,,,,,,,,,,,,138,A
USGS,9510000,1/25/78,,,,,,,,,,,,,153,A
USGS,9510000,1/26/78,,,,,,,,,,,,,153,A
USGS,9510000,1/27/78,,,,,,,,,,,,,147,A
USGS,9510000,1/28/78,,,,,,,,,,,,,148,A
USGS,9510000,1/29/78,,,,,,,,,,,,,149,A
USGS,9510000,1/30/78,,,,,,,,,,,,,143,A
USGS,9510000,1/31/78,,,,,,,,,,,,,129,A
USGS,9510000,2/1/78,,,,,,,,,,,,,110,A
USGS,9510000,2/2/78,,,,,,,,,,,,,129,A
USGS,9510000,2/3/78,,,,,,,,,,,,,161,A
USGS,9510000,2/4/78,,,,,,,,,,,,,212,A
USGS,9510000,2/5/78,,,,,,,,,,,,,243,A
USGS,9510000,2/6/78,,,,,,,,,,,,,202,A
USGS,9510000,2/7/78,,,,,,,,,,,,,178,A
USGS,9510000,2/8/78,,,,,,,,,,,,,161,A
USGS,9510000,2/9/78,,,,,,,,,,,,,146,A
USGS,9510000,2/10/78,,,,,,,,,,,,,161,A
USGS,9510000,2/11/78,,,,,,,,,,,,,91,A
USGS,9510000,2/12/78,,,,,,,,,,,,,131,A
USGS,9510000,2/13/78,,,,,,,,,,,,,120,A
USGS,9510000,2/14/78,,,,,,,,,,,,,49,A
USGS,9510000,2/15/78,,,,,,,,,,,,,71,A
USGS,9510000,2/16/78,,,,,,,,,,,,,44,A
USGS,9510000,2/17/78,,,,,,,,,,,,,93,A
USGS,9510000,2/18/78,,,,,,,,,,,,,101,A
USGS,9510000,2/19/78,,,,,,,,,,,,,74,A
USGS,9510000,2/20/78,,,,,,,,,,,,,119,A
USGS,9510000,2/21/78,,,,,,,,,,,,,139,A
USGS,9510000,2/22/78,,,,,,,,,,,,,159,A
USGS,9510000,2/23/78,,,,,,,,,,,,,179,A
USGS,9510000,2/24/78,,,,,,,,,,,,,182,A
USGS,9510000,2/25/78,,,,,,,,,,,,,184,A
USGS,9510000,2/26/78,,,,,,,,,,,,,194,A
USGS,9510000,2/27/78,,,,,,,,,,,,,190,A
USGS,9510000,2/28/78,,,,,,,,,,,,,63,A
USGS,9510000,3/1/78,,,,,,,,,,,,,14400,A
USGS,9510000,3/2/78,,,,,,,,,,,,,64500,A
USGS,9510000,3/3/78,,,,,,,,,,,,,67600,A
USGS,9510000,3/4/78,,,,,,,,,,,,,18400,A
USGS,9510000,3/5/78,,,,,,,,,,,,,17600,A
USGS,9510000,3/6/78,,,,,,,,,,,,,14800,A
USGS,9510000,3/7/78,,,,,,,,,,,,,18400,A
USGS,9510000,3/8/78,,,,,,,,,,,,,12400,A
USGS,9510000,3/9/78,,,,,,,,,,,,,100,A
USGS,9510000,3/10/78,,,,,,,,,,,,,50,A
USGS,9510000,3/11/78,,,,,,,,,,,,,50,A
USGS,9510000,3/12/78,,,,,,,,,,,,,50,A
USGS,9510000,3/13/78,,,,,,,,,,,,,50,A
USGS,9510000,3/14/78,,,,,,,,,,,,,50,A
USGS,9510000,3/15/78,,,,,,,,,,,,,1290,A
USGS,9510000,3/16/78,,,,,,,,,,,,,3600,A
USGS,9510000,3/17/78,,,,,,,,,,,,,3160,A
USGS,9510000,3/18/78,,,,,,,,,,,,,3160,A
USGS,9510000,3/19/78,,,,,,,,,,,,,3120,A
USGS,9510000,3/20/78,,,,,,,,,,,,,2980,A
USGS,9510000,3/21/78,,,,,,,,,,,,,2980,A
USGS,9510000,3/22/78,,,,,,,,,,,,,3530,A
USGS,9510000,3/23/78,,,,,,,,,,,,,8400,A
USGS,9510000,3/24/78,,,,,,,,,,,,,4930,A
USGS,9510000,3/25/78,,,,,,,,,,,,,2500,A
USGS,9510000,3/26/78,,,,,,,,,,,,,1400,A
USGS,9510000,3/27/78,,,,,,,,,,,,,2160,A
USGS,9510000,3/28/78,,,,,,,,,,,,,1700,A
USGS,9510000,3/29/78,,,,,,,,,,,,,1780,A
USGS,9510000,3/30/78,,,,,,,,,,,,,2150,A
USGS,9510000,3/31/78,,,,,,,,,,,,,2440,A
USGS,9510000,4/1/78,,,,,,,,,,,,,1190,A
USGS,9510000,4/2/78,,,,,,,,,,,,,1180,A
USGS,9510000,4/3/78,,,,,,,,,,,,,1180,A
USGS,9510000,4/4/78,,,,,,,,,,,,,1480,A
USGS,9510000,4/5/78,,,,,,,,,,,,,1820,A
USGS,9510000,4/6/78,,,,,,,,,,,,,1780,A
USGS,9510000,4/7/78,,,,,,,,,,,,,887,A
USGS,9510000,4/8/78,,,,,,,,,,,,,598,A
USGS,9510000,4/9/78,,,,,,,,,,,,,714,A
USGS,9510000,4/10/78,,,,,,,,,,,,,747,A
USGS,9510000,4/11/78,,,,,,,,,,,,,736,A
